nome,email,regione,provincia,sito,telefono,url_fonte
Cantina Produttori Cornaiano,info@girlan.it,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Cantina+Produttori+Cornaiano+%E2%80%93+Girlan %0A%0A https://www.bereilvino.it/cantina/cantina-produttori-cornaiano-girlan/,,https://www.bereilvino.it/cantina/cantina-produttori-cornaiano-girlan/
Cantina Produttori Fregona,info@torchiato.com,Veneto,Treviso,https://api.whatsapp.com/send?text=Cantina+Produttori+Fregona %0A%0A https://www.bereilvino.it/cantina/cantina-produttori-fregona/,,https://www.bereilvino.it/cantina/cantina-produttori-fregona/
Cantina Produttori San Michele Appiano,office@stmichael.it,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Cantina+Produttori+San+Michele+Appiano %0A%0A https://www.bereilvino.it/cantina/cantina-produttori-san-michele-appiano/,,https://www.bereilvino.it/cantina/cantina-produttori-san-michele-appiano/
Cantina Produttori San Paolo,info@stpauls.wine,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Cantina+Produttori+San+Paolo %0A%0A https://www.bereilvino.it/cantina/cantina-produttori-san-paolo/,,https://www.bereilvino.it/cantina/cantina-produttori-san-paolo/
Cantina Produttori Valle Isarco,info@cantinavalleisarco.it,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Cantina+Produttori+Valle+Isarco %0A%0A https://www.bereilvino.it/cantina/cantina-produttori-valle-isarco/,,https://www.bereilvino.it/cantina/cantina-produttori-valle-isarco/
Cantina Produttori di Ramuscello e San Vito,info@cantinaramuscello.it,Friuli Venezia Giulia,Pordenone,https://api.whatsapp.com/send?text=Cantina+Produttori+di+Ramuscello+e+San+Vito %0A%0A https://www.bereilvino.it/cantina/cantina-produttori-di-ramuscello-e-san-vito/,,https://www.bereilvino.it/cantina/cantina-produttori-di-ramuscello-e-san-vito/
Cantina Produttori di Valdobbiadene,valdoca@valdoca.com,Veneto,Treviso,https://api.whatsapp.com/send?text=Cantina+Produttori+di+Valdobbiadene+%E2%80%93+Val+d%E2%80%99Oca %0A%0A https://www.bereilvino.it/cantina/cantina-produttori-di-valdobbiadene-val-doca/,,https://www.bereilvino.it/cantina/cantina-produttori-di-valdobbiadene-val-doca/
Cantina Progettidivini,info@progettidivini.it,Veneto,Treviso,https://api.whatsapp.com/send?text=Cantina+Progettidivini %0A%0A https://www.bereilvino.it/cantina/cantina-progettidivini/,,https://www.bereilvino.it/cantina/cantina-progettidivini/
Cantina Renzo Zanasi,giulianozanasi@libero.it,Emilia Romagna,Modena,https://api.whatsapp.com/send?text=Cantina+Renzo+Zanasi %0A%0A https://www.bereilvino.it/cantina/cantina-renzo-zanasi/,,https://www.bereilvino.it/cantina/cantina-renzo-zanasi/
Cantina Riccio,info@cantinariccio.it,Campania,Avellino,https://api.whatsapp.com/send?text=Cantina+Riccio %0A%0A https://www.bereilvino.it/cantina/cantina-riccio/,,https://www.bereilvino.it/cantina/cantina-riccio/
Cantina Ritterhof,info@ritterhof.it,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Cantina+Ritterhof %0A%0A https://www.bereilvino.it/cantina/cantina-ritterhof/,,https://www.bereilvino.it/cantina/cantina-ritterhof/
Cantina Ronfini Leonardo,info@ronfini.com,Veneto,Treviso,https://api.whatsapp.com/send?text=Cantina+Ronfini+Leonardo %0A%0A https://www.bereilvino.it/cantina/cantina-ronfini-leonardo/,,https://www.bereilvino.it/cantina/cantina-ronfini-leonardo/
Cantina Rotaliana,info@cantinarotaliana.it,Trentino Alto Adige,Trento,https://api.whatsapp.com/send?text=Cantina+Rotaliana %0A%0A https://www.bereilvino.it/cantina/cantina-rotaliana/,,https://www.bereilvino.it/cantina/cantina-rotaliana/
Cantina S. Osvaldo,info@sanosvaldo.com,Veneto,Venezia,https://api.whatsapp.com/send?text=Cantina+S.+Osvaldo %0A%0A https://www.bereilvino.it/cantina/cantina-s-osvaldo/,,https://www.bereilvino.it/cantina/cantina-s-osvaldo/
Cantina Sampietrana,info@cantinasampietrana.com,Puglia,Brindisi,https://api.whatsapp.com/send?text=Cantina+Sampietrana %0A%0A https://www.bereilvino.it/cantina/cantina-sampietrana/,,https://www.bereilvino.it/cantina/cantina-sampietrana/
Cantina San Biagio Vecchio,cantinasanbiagiovecchio@gmail.com,Emilia Romagna,Ravenna,https://api.whatsapp.com/send?text=Cantina+San+Biagio+Vecchio %0A%0A https://www.bereilvino.it/cantina/cantina-san-biagio-vecchio/,,https://www.bereilvino.it/cantina/cantina-san-biagio-vecchio/
Cantina San Zenone,info@cantinasanzenone.it,Molise,Campobasso,https://api.whatsapp.com/send?text=Cantina+San+Zenone %0A%0A https://www.bereilvino.it/cantina/cantina-san-zenone/,,https://www.bereilvino.it/cantina/cantina-san-zenone/
Cantina Sancio,cantinasancio@libero.it,Liguria,Savona,https://api.whatsapp.com/send?text=Cantina+Sancio %0A%0A https://www.bereilvino.it/cantina/cantina-sancio/,,https://www.bereilvino.it/cantina/cantina-sancio/
Cantina Sangro,info@cantinasangro.it,Abruzzo,Chieti,https://api.whatsapp.com/send?text=Cantina+Sangro %0A%0A https://www.bereilvino.it/cantina/cantina-sangro/,,https://www.bereilvino.it/cantina/cantina-sangro/
Cantina Sant&#039;Andrea,info@cantinasantandrea.it,Lazio,Latina,https://api.whatsapp.com/send?text=Cantina+Sant%E2%80%99Andrea %0A%0A https://www.bereilvino.it/cantina/cantina-santandrea/,,https://www.bereilvino.it/cantina/cantina-santandrea/
Cantina Sant&#039;Evasio,info@santevasiovini.com,Piemonte,Asti,https://api.whatsapp.com/send?text=Cantina+Sant%E2%80%99Evasio %0A%0A https://www.bereilvino.it/cantina/cantina-santevasio/,,https://www.bereilvino.it/cantina/cantina-santevasio/
Cantina Sant&#039;Isidoro,info@cantinasantisidoro.it,Marche,Macerata,https://api.whatsapp.com/send?text=Cantina+Sant%E2%80%99Isidoro %0A%0A https://www.bereilvino.it/cantina/cantina-santisidoro/,,https://www.bereilvino.it/cantina/cantina-santisidoro/
Cantina Santadi,info@cantinadisantadi.it,Sardegna,Cagliari,https://api.whatsapp.com/send?text=Cantina+Santadi %0A%0A https://www.bereilvino.it/cantina/cantina-santadi/,,https://www.bereilvino.it/cantina/cantina-santadi/
Cantina Sassarini Natale,shop.cantinasassarini@gmail.com,Liguria,La Spezia,https://api.whatsapp.com/send?text=Cantina+Sassarini+Natale %0A%0A https://www.bereilvino.it/cantina/cantina-sassarini-natale/,,https://www.bereilvino.it/cantina/cantina-sassarini-natale/
Cantina Sedilesu Giuseppe,giuseppesedilesu@tiscali.it,Sardegna,Nuoro,https://api.whatsapp.com/send?text=Cantina+Sedilesu+Giuseppe %0A%0A https://www.bereilvino.it/cantina/cantina-sedilesu-giuseppe/,,https://www.bereilvino.it/cantina/cantina-sedilesu-giuseppe/
Cantina Sobrano,info@cantinasobrano.it,Umbria,Perugia,https://api.whatsapp.com/send?text=Cantina+Sobrano %0A%0A https://www.bereilvino.it/cantina/cantina-sobrano/,,https://www.bereilvino.it/cantina/cantina-sobrano/
Cantina Sociale Asti Barbera,info@astibarbera.it,Piemonte,Asti,https://api.whatsapp.com/send?text=Cantina+Sociale+Asti+Barbera %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-asti-barbera/,,https://www.bereilvino.it/cantina/cantina-sociale-asti-barbera/
Cantina Sociale Barbera Sei Castelli,puntovendita@barberaseicastelli.it,Piemonte,Asti,https://api.whatsapp.com/send?text=Cantina+Sociale+Barbera+Sei+Castelli %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-barbera-sei-castelli/,,https://www.bereilvino.it/cantina/cantina-sociale-barbera-sei-castelli/
Cantina Sociale Bergamasca,segreteria@cantinabergamasca.it,Lombardia,Bergamo,https://api.whatsapp.com/send?text=Cantina+Sociale+Bergamasca %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-bergamasca/,,https://www.bereilvino.it/cantina/cantina-sociale-bergamasca/
Cantina Sociale Birgi,info@cantinabirgi.it,Sicilia,Trapani,https://api.whatsapp.com/send?text=Cantina+Sociale+Birgi %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-birgi/,,https://www.bereilvino.it/cantina/cantina-sociale-birgi/
Cantina Sociale Cellaro,vini@cellaro.it,Sicilia,Agrigento,https://api.whatsapp.com/send?text=Cantina+Sociale+Cellaro %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-cellaro/,,https://www.bereilvino.it/cantina/cantina-sociale-cellaro/
Cantina Sociale Cellinese,info@cantinacellinese.it,Puglia,Brindisi,https://api.whatsapp.com/send?text=Cantina+Sociale+Cellinese %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-cellinese/,,https://www.bereilvino.it/cantina/cantina-sociale-cellinese/
Cantina Sociale Centro di Massenzatico,info@cantinamassenzatico.it,Emilia Romagna,Reggio Emilia,https://api.whatsapp.com/send?text=Cantina+Sociale+Centro+di+Massenzatico %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-centro-di-massenzatico/,,https://www.bereilvino.it/cantina/cantina-sociale-centro-di-massenzatico/
Cantina Sociale Cerveteri,info@cantinacerveteri.it,Lazio,Roma,https://api.whatsapp.com/send?text=Cantina+Sociale+Cerveteri %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-cerveteri/,,https://www.bereilvino.it/cantina/cantina-sociale-cerveteri/
Cantina Sociale Cesanese del Piglio,info@cesanesedelpiglio.it,Lazio,Frosinone,https://api.whatsapp.com/send?text=Cantina+Sociale+Cesanese+del+Piglio %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-cesanese-del-piglio/,,https://www.bereilvino.it/cantina/cantina-sociale-cesanese-del-piglio/
Cantina Sociale Colle Moro,info@collemoro.it,Abruzzo,Chieti,https://api.whatsapp.com/send?text=Cantina+Sociale+Colle+Moro %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-colle-moro/,,https://www.bereilvino.it/cantina/cantina-sociale-colle-moro/
Cantina Sociale Colli Fiorentini,info@collifiorentini.it,Toscana,Firenze,https://api.whatsapp.com/send?text=Cantina+Sociale+Colli+Fiorentini %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-colli-fiorentini/,,https://www.bereilvino.it/cantina/cantina-sociale-colli-fiorentini/
Cantina Sociale Cona Cavarzere,cantinacona@cantinacona.it,Veneto,Venezia,https://api.whatsapp.com/send?text=Cantina+Sociale+Cona+Cavarzere %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-cona-cavarzere/,,https://www.bereilvino.it/cantina/cantina-sociale-cona-cavarzere/
Cantina Sociale Coviolo,info@cantinasocialecoviolo.it,Emilia Romagna,Reggio Emilia,https://api.whatsapp.com/send?text=Cantina+Sociale+Coviolo %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-coviolo/,,https://www.bereilvino.it/cantina/cantina-sociale-coviolo/
Cantina Sociale Crecchio,info@cantinacrecchio.it,Abruzzo,Chieti,https://api.whatsapp.com/send?text=Cantina+Sociale+Crecchio %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-crecchio/,,https://www.bereilvino.it/cantina/cantina-sociale-crecchio/
Cantina Sociale Dorgali,info@csdorgali.com,Sardegna,Nuoro,https://api.whatsapp.com/send?text=Cantina+Sociale+Dorgali %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-dorgali/,,https://www.bereilvino.it/cantina/cantina-sociale-dorgali/
Cantina Sociale Europa,info@cantineeuropa.net,Sicilia,Trapani,https://api.whatsapp.com/send?text=Cantine+Europa %0A%0A https://www.bereilvino.it/cantina/cantine-europa/,,https://www.bereilvino.it/cantina/cantine-europa/
Cantina Sociale Gallura,info@cantinagallura.com,Sardegna,Sassari,https://api.whatsapp.com/send?text=Cantina+Sociale+Gallura %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-gallura/,,https://www.bereilvino.it/cantina/cantina-sociale-gallura/
Cantina Sociale Gambellara,info@cantinagambellara.it,Veneto,Vicenza,https://api.whatsapp.com/send?text=Cantina+Sociale+Gambellara %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-gambellara/,,https://www.bereilvino.it/cantina/cantina-sociale-gambellara/
Cantina Sociale Gentile,info@cantinagentile.it,Puglia,Bari,https://api.whatsapp.com/send?text=Cantina+Sociale+Gentile %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-gentile/,,https://www.bereilvino.it/cantina/cantina-sociale-gentile/
Cantina Sociale Giuliano Teatino,info@cantinagiulianoteatino.it,Abruzzo,Chieti,https://api.whatsapp.com/send?text=Cantina+Sociale+Giuliano+Teatino %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-giuliano-teatino/,,https://www.bereilvino.it/cantina/cantina-sociale-giuliano-teatino/
Cantina Sociale Gualtieri,info@cantinasocialegualtieri.it,Emilia Romagna,Reggio Emilia,https://api.whatsapp.com/send?text=Cantina+Sociale+Gualtieri %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-gualtieri/,,https://www.bereilvino.it/cantina/cantina-sociale-gualtieri/
Cantina Sociale Masone,info@cantinamasonecampogalliano.com,Emilia Romagna,Modena,https://api.whatsapp.com/send?text=Cantina+Sociale+Masone+%E2%80%93+Campogalliano %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-masone-campogalliano/,,https://www.bereilvino.it/cantina/cantina-sociale-masone-campogalliano/
Cantina Sociale Montelliana e dei Colli Asolani,info@montelliana.it,Veneto,Treviso,https://api.whatsapp.com/send?text=Cantina+Sociale+Montelliana+e+dei+Colli+Asolani %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-montelliana-e-dei-colli-asolani/,,https://www.bereilvino.it/cantina/cantina-sociale-montelliana-e-dei-colli-asolani/
Cantina Sociale Oliena,info@cantinasocialeoliena.it,Sardegna,Nuoro,https://api.whatsapp.com/send?text=Cantina+Sociale+Oliena %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-oliena/,,https://www.bereilvino.it/cantina/cantina-sociale-oliena/
Cantina Sociale Opitergina Mottense,info@cantinaoderzo.it,Veneto,Treviso,https://api.whatsapp.com/send?text=Cantina+Sociale+Opitergina+Mottense+%E2%80%93+Oderzo %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-opitergina-mottense-oderzo/,,https://www.bereilvino.it/cantina/cantina-sociale-opitergina-mottense-oderzo/
Cantina Sociale Paolini,info@cantinapaolini.it,Sicilia,Trapani,https://api.whatsapp.com/send?text=Cantina+Sociale+Paolini %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-paolini/,,https://www.bereilvino.it/cantina/cantina-sociale-paolini/
Cantina Sociale Roverè della Luna,info@csrovere1919.it,Trentino Alto Adige,Trento,https://api.whatsapp.com/send?text=Cantina+Sociale+Rover%C3%A8+della+Luna %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-rovere-della-luna/,,https://www.bereilvino.it/cantina/cantina-sociale-rovere-della-luna/
Cantina Sociale S. Antonio,info@cantinasantantonio.it,Sicilia,Palermo,https://api.whatsapp.com/send?text=Cantina+Sociale+S.+Antonio %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-s-antonio/,,https://www.bereilvino.it/cantina/cantina-sociale-s-antonio/
Cantina Sociale Santa Ninfa,info@cantinasantaninfa.it,Sicilia,Trapani,https://api.whatsapp.com/send?text=Cantina+Sociale+Santa+Ninfa %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-santa-ninfa/,,https://www.bereilvino.it/cantina/cantina-sociale-santa-ninfa/
Cantina Sociale Solopaca,info@cantinasolopaca.it,Campania,Benevento,https://api.whatsapp.com/send?text=Cantina+Sociale+Solopaca %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-solopaca/,,https://www.bereilvino.it/cantina/cantina-sociale-solopaca/
Cantina Sociale Tezze di Piave,cantinatezze@cantinatezze.it,Veneto,Treviso,https://api.whatsapp.com/send?text=Cantina+Sociale+Tezze+di+Piave %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-tezze-di-piave/,,https://www.bereilvino.it/cantina/cantina-sociale-tezze-di-piave/
Cantina Sociale U.V.A.M.,csuvam@tiscalinet.it,Sicilia,Trapani,https://api.whatsapp.com/send?text=Cantina+Sociale+U.V.A.M. %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-u-v-a-m/,,https://www.bereilvino.it/cantina/cantina-sociale-u-v-a-m/
Cantina Sociale Vallebelbo,info@vallebelbo.it,Piemonte,Cuneo,https://api.whatsapp.com/send?text=Cantina+Sociale+Vallebelbo %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-vallebelbo/,,https://www.bereilvino.it/cantina/cantina-sociale-vallebelbo/
Cantina Sociale dei Colli di Crea,info@collidicrea.it,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Cantina+Sociale+dei+Colli+di+Crea %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-dei-colli-di-crea/,,https://www.bereilvino.it/cantina/cantina-sociale-dei-colli-di-crea/
Cantina Sociale del Giogantinu,info@giogantinu.it,Sardegna,Sassari,https://api.whatsapp.com/send?text=Cantina+Sociale+del+Giogantinu %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-del-giogantinu/,,https://www.bereilvino.it/cantina/cantina-sociale-del-giogantinu/
Cantina Sociale dell&#039;Alto Belice,info@cantinasocialealtobelice.it,Sicilia,Palermo,https://api.whatsapp.com/send?text=Cantina+Sociale+dell%E2%80%99Alto+Belice %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-dellalto-belice/,,https://www.bereilvino.it/cantina/cantina-sociale-dellalto-belice/
Cantina Sociale della Serra,info@cantinadellaserra.it,Piemonte,Torino,https://api.whatsapp.com/send?text=Cantina+Sociale+della+Serra %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-della-serra/,,https://www.bereilvino.it/cantina/cantina-sociale-della-serra/
Cantina Sociale della Valpantena,info@cantinavalpantena.it,Veneto,Verona,https://api.whatsapp.com/send?text=Cantina+Sociale++della+Valpantena %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-della-valpantena/,,https://www.bereilvino.it/cantina/cantina-sociale-della-valpantena/
Cantina Sociale di Antignano e San Martino Alfieri,info@cantinadiantignano.com,Piemonte,Asti,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Antignano+e+San+Martino+Alfieri %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-antignano-e-san-martino-alfieri/,,https://www.bereilvino.it/cantina/cantina-sociale-di-antignano-e-san-martino-alfieri/
Cantina Sociale di Avio,info@viticoltoriinavio.it,Trentino Alto Adige,Trento,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Avio %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-avio/,,https://www.bereilvino.it/cantina/cantina-sociale-di-avio/
Cantina Sociale di Barletta,info@vinifieramosca.com,Puglia,Barletta Andria Trani,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Barletta %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-barletta/,,https://www.bereilvino.it/cantina/cantina-sociale-di-barletta/
Cantina Sociale di Bettona,info@cantinebettona.com,Umbria,Perugia,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Bettona %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-bettona/,,https://www.bereilvino.it/cantina/cantina-sociale-di-bettona/
Cantina Sociale di Casorzo,info@casorzodoc.it,Piemonte,Asti,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Casorzo %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-casorzo/,,https://www.bereilvino.it/cantina/cantina-sociale-di-casorzo/
Cantina Sociale di Castagnole Monferrato,info@cantinasocialecastagnolemonferrato.it,Piemonte,Asti,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Castagnole+Monferrato %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-castagnole-monferrato/,,https://www.bereilvino.it/cantina/cantina-sociale-di-castagnole-monferrato/
Cantina Sociale di Faenza,info@cantinafaenza.it,Emilia Romagna,Ravenna,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Faenza %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-faenza/,,https://www.bereilvino.it/cantina/cantina-sociale-di-faenza/
Cantina Sociale di Forlì e Predappio,info@cantinaforlipredappio.it,Emilia Romagna,Forli Cesena,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Forl%C3%AC+e+Predappio %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-forli-e-predappio/,,https://www.bereilvino.it/cantina/cantina-sociale-di-forli-e-predappio/
Cantina Sociale di Formigine,info@lambruscodoc.it,Emilia Romagna,Modena,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Formigine %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-formigine/,,https://www.bereilvino.it/cantina/cantina-sociale-di-formigine/
Cantina Sociale di Formigine,info@lambruscodoc.it,Emilia Romagna,Modena,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Formigine %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-formigine/,,https://www.bereilvino.it/cantina/cantina-sociale-di-formigine/
Cantina Sociale di Gonzaga,info@cantinagonzaga.it,Lombardia,Mantova,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Gonzaga %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-gonzaga/,,https://www.bereilvino.it/cantina/cantina-sociale-di-gonzaga/
Cantina Sociale di Nardò,cantina.nardo1937@gmail.com,Puglia,Lecce,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Nard%C3%B2 %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-nardo/,,https://www.bereilvino.it/cantina/cantina-sociale-di-nardo/
Cantina Sociale di Pitigliano,info@cantinadipitigliano.it,Toscana,Grosseto,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Pitigliano %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-pitigliano/,,https://www.bereilvino.it/cantina/cantina-sociale-di-pitigliano/
Cantina Sociale di Puianello,info@cantinapuianello.it,Emilia Romagna,Reggio Emilia,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Puianello %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-puianello/,,https://www.bereilvino.it/cantina/cantina-sociale-di-puianello/
Cantina Sociale di Quistello,info@cantinasocialequistello.it,Lombardia,Mantova,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Quistello %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-quistello/,,https://www.bereilvino.it/cantina/cantina-sociale-di-quistello/
Cantina Sociale di Rauscedo,info@cantinarauscedo.com,Friuli Venezia Giulia,Pordenone,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Rauscedo %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-rauscedo/,,https://www.bereilvino.it/cantina/cantina-sociale-di-rauscedo/
Cantina Sociale di S. Croce,info@cantinasantacroce.it,Emilia Romagna,Modena,https://api.whatsapp.com/send?text=Cantina+Sociale+di+S.+Croce %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-s-croce/,,https://www.bereilvino.it/cantina/cantina-sociale-di-s-croce/
Cantina Sociale di San Donaci,info@cantinasandonaci.eu,Puglia,Brindisi,https://api.whatsapp.com/send?text=Cantina+Sociale+di+San+Donaci %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-san-donaci/,,https://www.bereilvino.it/cantina/cantina-sociale-di-san-donaci/
Cantina Sociale di San Martino in Rio,info@cantinesanmartino.it,Emilia Romagna,Reggio Emilia,https://api.whatsapp.com/send?text=Cantina+Sociale+di+San+Martino+in+Rio %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-san-martino-in-rio/,,https://www.bereilvino.it/cantina/cantina-sociale-di-san-martino-in-rio/
Cantina Sociale di San Severo,anticacantina@libero.it,Puglia,Foggia,https://api.whatsapp.com/send?text=Cantina+Sociale+di+San+Severo+%E2%80%93+Antica+Cantina %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-san-severo-antica-cantina/,,https://www.bereilvino.it/cantina/cantina-sociale-di-san-severo-antica-cantina/
Cantina Sociale di Settecani,info@cantinasettecani.it,Emilia Romagna,Modena,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Settecani %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-settecani/,,https://www.bereilvino.it/cantina/cantina-sociale-di-settecani/
Cantina Sociale di Viadana,info@cantinaviadana.it,Lombardia,Mantova,https://api.whatsapp.com/send?text=Cantina+Sociale+di+Viadana %0A%0A https://www.bereilvino.it/cantina/cantina-sociale-di-viadana/,,https://www.bereilvino.it/cantina/cantina-sociale-di-viadana/
Cantina Sorres,info@cantinasorres.com,Sardegna,Sassari,https://api.whatsapp.com/send?text=Cantina+Sorres %0A%0A https://www.bereilvino.it/cantina/cantina-sorres/,,https://www.bereilvino.it/cantina/cantina-sorres/
Cantina Spada,info@cantinaspada.it,Veneto,Verona,https://api.whatsapp.com/send?text=Cantina+Spada %0A%0A https://www.bereilvino.it/cantina/cantina-spada/,,https://www.bereilvino.it/cantina/cantina-spada/
Cantina Stefanoni,info@cantinastefanoni.it,Lazio,Viterbo,https://api.whatsapp.com/send?text=Cantina+Stefanoni %0A%0A https://www.bereilvino.it/cantina/cantina-stefanoni/,,https://www.bereilvino.it/cantina/cantina-stefanoni/
Cantina Storica di Montù Beccaria,ilmontu@ilmontu.com,Lombardia,Pavia,https://api.whatsapp.com/send?text=Cantina+Storica+di+Mont%C3%B9+Beccaria+%E2%80%93+Il+Mont%C3%B9 %0A%0A https://www.bereilvino.it/cantina/cantina-storica-di-montu-beccaria-il-montu/,,https://www.bereilvino.it/cantina/cantina-storica-di-montu-beccaria-il-montu/
Cantina Terlano,office@kellerei-terlan.com,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Cantina+Terlano %0A%0A https://www.bereilvino.it/cantina/cantina-terlano/,,https://www.bereilvino.it/cantina/cantina-terlano/
Cantina Terre de Trinci,cantina@terredetrinci.com,Umbria,Perugia,https://api.whatsapp.com/send?text=Cantina+Terre+de+Trinci %0A%0A https://www.bereilvino.it/cantina/cantina-terre-de-trinci/,,https://www.bereilvino.it/cantina/cantina-terre-de-trinci/
Cantina Terre del Barolo,tdb@terredelbarolo.com,Piemonte,Cuneo,https://api.whatsapp.com/send?text=Cantina+Terre+del+Barolo %0A%0A https://www.bereilvino.it/cantina/cantina-terre-del-barolo/,,https://www.bereilvino.it/cantina/cantina-terre-del-barolo/
Cantina Terrenostre,info@terrenostre.it,Piemonte,Cuneo,https://api.whatsapp.com/send?text=Cantina+Terrenostre %0A%0A https://www.bereilvino.it/cantina/cantina-terrenostre/,,https://www.bereilvino.it/cantina/cantina-terrenostre/
Cantina Tollo,info@cantinatollo.it,Abruzzo,Chieti,https://api.whatsapp.com/send?text=Cantina+Tollo %0A%0A https://www.bereilvino.it/cantina/cantina-tollo/,,https://www.bereilvino.it/cantina/cantina-tollo/
Cantina Tonello,info@vinitonello.com,Veneto,Vicenza,https://api.whatsapp.com/send?text=Cantina+Tonello %0A%0A https://www.bereilvino.it/cantina/cantina-tonello/,,https://www.bereilvino.it/cantina/cantina-tonello/
Cantina Tramin,info@cantinatramin.it,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Cantina+Tramin %0A%0A https://www.bereilvino.it/cantina/cantina-tramin/,,https://www.bereilvino.it/cantina/cantina-tramin/
Cantina Tre Castelli,info@trecastelli.it,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Cantina+Tre+Castelli %0A%0A https://www.bereilvino.it/cantina/cantina-tre-castelli/,,https://www.bereilvino.it/cantina/cantina-tre-castelli/
